id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
959211214760222169;Best area in Naples near subway - triple room;248441008;Massimo;;Vomero;40.84463;14.22337;Private room;56;31;0;;;6;269;0;
959390626445079621;Camera Deluxe con Balcone - nel cuore di Napoli;532212240;Marina;;San Ferdinando;40.83511;14.2432;Private room;;31;0;;;3;21;0;135294483
959589100950623527;[Centro Storico] Dante's Elegant Suites;513485909;Paolo;;San Lorenzo;40.85102;14.25057;Entire home/apt;135;1;13;2025-02-13;0.72;3;25;8;IT063049C26E46WYRK
959821052844654156;Best area in Naples near subway - single room;248441008;Massimo;;Vomero;40.84605;14.22346;Private room;31;31;0;;;6;269;0;
959939151806413496;Best area in Naples near subway - two bedrooms 6;248441008;Massimo;;Vomero;40.84765;14.2231;Private room;99;31;0;;;6;269;0;
959944643222577731;Best area in Naples near subway - two bedrooms 5;248441008;Massimo;;Vomero;40.84825;14.22314;Private room;82;31;0;;;6;269;0;
959946453650094850;Best area in Naples near subway-two bed rooms 4;248441008;Massimo;;Vomero;40.84734;14.22315;Private room;73;31;0;;;6;269;0;
959975132421663868;Best area in Naples near subway - double room;248441008;Massimo;;Vomero;40.84622;14.2233;Private room;56;31;0;;;6;269;0;
960022438044452061;Charming Typical Neapolitan 'Basso' - Studio apt.;470403963;Dario;;Avvocata;40.85478147454403;14.246688414819353;Entire home/apt;51;1;87;2025-03-09;4.59;2;132;63;IT063049C2IY3J6GDW
960102119365755975;Camera matrimoniale con bacone.;530812053;Maurizio;;San Ferdinando;40.83331;14.24984;Private room;104;1;0;;;11;0;0;IT063049B4BFARAWIA
960109876255289162;Elegante camera con due balconi;530812053;Maurizio;;San Ferdinando;40.83337210402775;14.24983363111584;Private room;132;1;0;;;11;291;0;IT063049B4BFARAWIA
960120660283635149;Camera matrimoniale con finestra;530812053;Maurizio;;San Ferdinando;40.83339;14.24991;Private room;90;1;0;;;11;348;0;IT063049B4BFARAWIA
960128776797138605;Anima partenopea centro storico;63748108;Monica;;Porto;40.84538;14.25674;Entire home/apt;65;2;30;2024-11-17;1.59;3;145;10;IT063049C2FDHWQYPG
960131465546416599;Aumm Aumm!;532410630;Alessio;;Pendino;40.84681419795088;14.26593451812737;Entire home/apt;153;3;1;2023-09-26;0.06;1;161;0;IT063049C2TR5HIOLU
960607858385094007;Wonderful Italy | La Casa di Partenope;487817566;Wonderful Italy Campania;;San Carlo all'Arena;40.8812683;14.2717248;Entire home/apt;53;1;7;2024-10-26;0.48;115;338;6;IT063049B4VMBJ5D4I
960607944074672178;Domus Diocleziano;482858078;Nicola;;Fuorigrotta;40.8224737;14.1918119;Private room;58;1;1;2023-12-03;0.06;1;323;0;IT063049C1HCJS5W87
960702553785276310;The Charterhouse - In the living room of Naples;532541447;Maurizio;;Vomero;40.8465291;14.2362225;Entire home/apt;;31;1;2024-12-01;0.29;1;0;1;
960828558480331492;Casa vacanza Vincenza;532577986;Assunta;;Avvocata;40.85081461265937;14.249252825975418;Entire home/apt;89;31;1;2024-10-06;0.19;1;251;1;
960933677126629944;Casa della nonna - ROOM Partenope;532609625;Vincenzo;;Montecalvario;40.844285829007404;14.244462841749117;Private room;84;1;2;2023-09-19;0.11;2;365;0;IT063049C2FN5FBHT8
960983343576714170;Casina dei Ruffi;6103585;Oriano;;San Lorenzo;40.85318149758783;14.257904961705208;Entire home/apt;72;2;96;2025-03-10;5.26;1;78;77;IT063049C2TJ2DYOW6
961009713833356154;rooms in the center;69159578;Vittoria;;San Ferdinando;40.83677;14.24652;Private room;47;31;3;2024-04-01;0.18;1;106;1;
961427329498817350;Casa vacanza Rita;252808673;Emanuele;;Stella;40.85724;14.24832;Entire home/apt;90;3;29;2024-10-14;1.54;1;172;15;IT063049C25HRAB2X8
961427455442002688;Camera tripla con terrazzino;156149585;Carolina;;Avvocata;40.85149;14.24086;Private room;43;1;3;2024-08-11;0.16;3;254;1;IT063049C1FWBBHDBP
961490377429391573;Appartamentino;485468445;Sabrina;;San Lorenzo;40.86122;14.26542;Entire home/apt;81;31;2;2023-09-19;0.11;1;270;0;
961582589416895538;Elegante camera quadrupla;530812053;Maurizio;;Avvocata;40.853496724999076;14.244297090121494;Private room;90;3;0;;;11;0;0;IT063049B4CF5SJHGY
961648808837123599;Dimora Ventaglieri;532768700;Marco;;Avvocata;40.84925;14.24452;Entire home/apt;81;2;2;2023-09-17;0.11;1;9;0;IT063049C2V6235TKW
961710477204052859;Casa della nonna - ROOM Megaride;532609625;Vincenzo;;Montecalvario;40.84446543189882;14.244533017831102;Private room;;1;1;2023-09-19;0.06;2;365;0;IT063049C2FN5FBHT8
962273191595066499;Crispi 61 Home in Napoli;114458425;Stefania;;Chiaia;40.8362049;14.2304412;Entire home/apt;95;3;7;2024-07-10;0.70;1;338;7;IT063049C2LAUCWTIO
962774958335793016;A casa di nonna!;119605384;Rossana;;Vomero;40.84429;14.22324;Entire home/apt;;31;0;;;1;0;0;
962810695228875304;Wonderful Italy | Una Terrazza sul Golfo di Napoli;487817566;Wonderful Italy Campania;;Chiaia;40.8269496;14.2183847;Entire home/apt;181;1;16;2025-03-07;0.91;115;310;12;IT063049C2PF6BSVJU
962894760101004550;la maschera di pulcinella;85450236;Aloha;;San Lorenzo;40.85114;14.25834;Private room;113;2;1;2023-09-18;0.06;1;269;0;IT063049B4XGWXW3PM
963499728121060296;Appartamento Centro Storico;481088576;Walter;;San Carlo all'Arena;40.85926;14.25915;Entire home/apt;70;1;5;2024-04-16;0.26;8;0;2;I applied for a CIN, but haven’t received it yet
963520981466553859;Mamalu Studios&Suites Deluxe;522491316;Mamalu;;Porto;40.8444974;14.2564909;Private room;161;1;0;;;12;309;0;IT063049B43Z5L4TLF
963525310103903180;Private Parking+Free Wi-Fi/2 minutes for tram stop;492469956;Rodolfo Gabriel;;San Giovanni a Teduccio;40.839353;14.2972892;Entire home/apt;;31;7;2023-12-30;0.38;1;0;0;
963526589096881862;Mamalu Studios&Suites Queen;522491316;Mamalu;;Porto;40.8444974;14.2564909;Private room;176;1;0;;;12;324;0;IT063049B43Z5L4TLF
963546552835824992;Mamalu Suite Deluxe Superior;522491316;Mamalu;;Porto;40.8445;14.25649;Private room;202;1;0;;;12;299;0;IT063049B43Z5L4TLF
963550170249509515;Mamalu Studios&Suites Superior;522491316;Mamalu;;Porto;40.8444974;14.2564909;Private room;151;1;0;;;12;290;0;IT063049B43Z5L4TLF
963772159923456734;The Quarters Naples: Nilo;528416687;Alberto;;San Carlo all'Arena;40.866123;14.2639389;Entire home/apt;73;1;0;;;10;132;0;IT063049B4XJ8TLQBX
963774963112244384;The Quarters Naples: Bellini;528416687;Alberto;;San Carlo all'Arena;40.866123;14.2639389;Entire home/apt;65;1;0;;;10;0;0;IT063049B4XJ8TLQBX
964189800346686566;The Quarters Naples: Orientale;528416687;Alberto;;San Carlo all'Arena;40.866123;14.2639389;Entire home/apt;71;1;1;2023-09-10;0.05;10;0;0;IT063049B49A28DZII
964196093450244763;Core di Napoli;82287488;Nunzio;;Pendino;40.84890679999999;14.2677664;Entire home/apt;100;2;6;2023-10-21;0.32;1;136;0;IT063049C2ACJAHU9E
964267984313850545;La Corte di Partenope: ExVoto;533052784;Angela;;San Ferdinando;40.8321252;14.2506316;Private room;134;1;0;;;9;167;0;IT063049B48BSPWRZC
964277698662075496;La Corte di Partenope: Vesuvio;533052784;Angela;;San Ferdinando;40.8325;14.25089;Private room;134;1;0;;;9;163;0;IT063049B48BSPWRZC
964278566853183812;La Corte di Partenope:Plebiscito;533052784;Angela;;San Ferdinando;40.83235;14.25159;Private room;136;1;1;2024-07-08;0.12;9;170;1;IT063049B48BSPWRZC
964279695961235245;La Corte di Partenope: Frida;533052784;Angela;;San Ferdinando;40.83332;14.25091;Private room;139;1;0;;;9;173;0;IT063049B48BSPWRZC
964280501711630978;La Corte di Partenope: Le Rose;533052784;Angela;;San Ferdinando;40.83183;14.25128;Private room;145;1;1;2023-10-01;0.06;9;179;0;IT063049B48BSPWRZC
964281635654651078;La Corte di Partenope: Cactus;533052784;Angela;;San Ferdinando;40.83257;14.25015;Private room;151;1;0;;;9;166;0;IT063049B48BSPWRZC
964291212434218369;Residenza San Teodoro;533433416;Angela;;Chiaia;40.8332301;14.2401181;Entire home/apt;249;1;4;2024-05-18;0.22;1;79;1;IT063049C27RQEE2HY
964295287873033991;Casa Pajolo;96122546;Francesco;;San Lorenzo;40.8542432;14.2621815;Entire home/apt;39;2;54;2025-03-02;3.10;34;150;39;IT063049C2ISF6L3EO
964396308484826346;La casa di Sarah aspetta voi;54971708;Saverio;;Montecalvario;40.84094;14.24731;Entire home/apt;112;2;48;2025-03-10;2.63;1;264;29;IT063049C25Q22525M
964483627034342846;sweethouse via orazio;259011687;Fernando;;Chiaia;40.82781;14.2181;Entire home/apt;103;2;0;;;1;194;0;IT063049C2T5ZIYZNH
964484433123222518;Donna Margherita Grieco cusr 15063049LOB5232;449748607;Alessandro;;Avvocata;40.85294540123452;14.241746664047241;Entire home/apt;78;1;26;2025-01-02;1.44;1;338;17;IT063049C2345KPZDF
964499607306611719;Casa vacanze La Tianella;533497625;Luigi;;Montecalvario;40.84459;14.24901;Entire home/apt;145;2;3;2024-05-25;0.17;1;113;1;IT063049C269E3BWLF
964515505835247964;Metropolis Home [Matrimoniale Superior];489940993;Antonio;;Vicaria;40.8581847;14.2747303;Private room;;31;0;;;3;0;0;
964527180465545032;Metropolis Home [Matrimoniale Standard];489940993;Antonio;;Vicaria;40.85765;14.2741;Private room;;1;0;;;3;0;0;IT063049C2PKBCLGFZ
964912860087714210;Charming apt in Central Naples: Explore by Foot;272002545;MyBnb;;San Ferdinando;40.8377791199274;14.24733931179;Entire home/apt;;1;21;2025-01-05;1.15;122;284;20;IT063049C2SYWNGUSZ
964926164258744236;Robiña's Guesthouse - Sunny&Bright GuestHouse;412643766;Rosanna;;Mercato;40.849919;14.273609;Entire home/apt;50;1;67;2025-03-10;3.69;1;0;58;IT063049C2IBL5EZBU
964956532637946677;Nuova Struttura, Casa Stella.;533596206;Patrizia;;Stella;40.857069;14.2495918;Entire home/apt;56;2;6;2025-01-05;0.41;1;122;5;IT063049C24A7XESHG
964967785338812266;Guada House nel cuore del Vomero;533598741;Ciro;;Arenella;40.84813743320685;14.227093812567793;Entire home/apt;67;2;3;2024-12-20;0.36;1;45;3;IT063049C29U2L3RMJ
965033840658710730;Terrazza su Napoli;2469093;Orazio;;San Carlo all'Arena;40.863453;14.2573848;Private room;29;31;0;;;2;265;0;
965768219157897632;Central house;253775584;Gaetano;;Porto;40.8433238;14.2568582;Entire home/apt;90;3;49;2025-02-24;2.70;1;318;37;IT063049C2EPEPRMDJ
965807744905241362;Elegante Attico ai Quartieri Spagnoli;487817566;Wonderful Italy Campania;;San Ferdinando;40.8398353;14.2466508;Entire home/apt;145;31;6;2023-12-21;0.32;115;70;0;
965861965741274528;"mini appartamento piano terra""LETECA""";529387066;Enrico;;Avvocata;40.85538;14.24548;Entire home/apt;54;2;38;2025-01-05;2.07;1;0;23;IT063049C2EEB3SCNH
966140989573036405;Casa  Giulia;487697887;Gennaro;;Montecalvario;40.84016;14.2451;Entire home/apt;83;1;28;2025-02-26;1.55;1;173;19;IT063049C2OF7CTRRW
966607858173999667;B&B Parthenope Stazione 4 posti con bagno privato;533992531;Luca;;Mercato;40.8480531;14.2733047;Private room;63;31;0;;;2;270;0;
966649979125300656;B&B Parthenope Napoli stazione centrale;533992531;Luca;;Mercato;40.8480531;14.2733047;Private room;63;31;1;2024-05-26;0.10;2;269;1;
966664579804460027;Casa al centro storico di Napoli;217767758;Giovanni;;Montecalvario;40.8453442;14.2477993;Entire home/apt;101;3;62;2025-02-25;3.42;1;120;42;IT063049C2D7U65LFY
966767436244256054;[Apartament~Vomero] Exclusive ~ Wi-Fi ~ Metro;495337447;Daniela;;Vomero;40.842794337344166;14.234420670752156;Entire home/apt;113;2;34;2024-12-26;1.91;1;0;22;IT063049C2BS5OBVQA
967105442879379740;Medusa Cilea Guest house 3;358181537;Luigi;;Vomero;40.8434;14.22473;Private room;72;2;0;;;4;364;0;It063049c1ngiftrci
967423645117656440;La coccinella;534182861;Andrea;;Pendino;40.84994;14.26187;Entire home/apt;59;31;9;2023-10-15;0.49;1;291;0;
967484505101570654;Appartamento a 50 MT dalla metro;95115663;Rosario;;San Giovanni a Teduccio;40.83257;14.30753;Entire home/apt;66;1;18;2024-08-11;0.98;1;0;12;IT063049C2P3MVX9E6
967753265335359585;Delizioso appartamento a Napoli;534260295;Fabio;;Arenella;40.84872;14.22564;Entire home/apt;101;1;10;2024-11-20;0.58;1;1;6;IT063049C2MTB7CKBH
968001517887918563;Vico Santo Spirito di Palazzo 34;272002545;MyBnb;;San Ferdinando;40.8358266654643;14.2459583397537;Entire home/apt;60;1;4;2024-10-07;0.22;122;0;2;IT063049C27KYB4XNV
968184084165226199;nel  cuore di Napoli;69018954;Enza;;Arenella;40.85533;14.23495;Entire home/apt;108;1;12;2024-11-03;0.78;1;222;10;IT063049C2IYXWCB7C
968189001147754181;Suite Anita deluxe;348277884;Anita;;San Carlo all'Arena;40.86928;14.26606;Entire home/apt;41;31;28;2025-01-05;1.51;2;253;12;
968378728576311383;Terrazzo su Napoli;2469093;Orazio;;San Carlo all'Arena;40.86461;14.2563;Private room;40;31;0;;;2;269;0;
968651479414091722;Tiny Little Home;44840309;Pietro;;San Ferdinando;40.836474;14.2465312;Entire home/apt;81;3;1;2024-12-31;0.41;2;137;1;I applied for a CIN, but haven’t received it yet
968811731173348907;Centro Storico new 2 bedrooms/2 bathrooms apt chic;18852439;Régis;;Stella;40.85732;14.25324;Entire home/apt;;31;41;2024-12-29;2.63;1;13;31;
968830065718296462;Luxury house;179835497;Margherita;;San Lorenzo;40.85181;14.263;Entire home/apt;;1;17;2025-02-27;1.10;17;0;9;I applied for a CIN, but haven’t received it yet
969338467404098294;BiRooms Total;534629095;Giuseppe;;Vicaria;40.8553482;14.2742513;Entire home/apt;266;31;0;;;1;269;0;
969452415122027714;Dal Console - Piazza Bellini;534657484;Claudia;;San Lorenzo;40.8500594;14.2517709;Entire home/apt;74;2;53;2025-02-28;3.64;1;220;49;IT063049C2KG4NGEY6
969553968640375613;Camera tripla con bagno privato;533836332;Vincenzo;;Avvocata;40.84901;14.24276;Private room;100;1;0;;;4;259;0;IT063049C2DIXASEGX
969611213518455708;Camera Tripla con bagno privato;533836332;Vincenzo;;Avvocata;40.84908;14.24271;Private room;100;1;0;;;4;255;0;IT063049C2DIXASEGX
969621695091728932;Matrimoniale con bagno privato;533836332;Vincenzo;;Avvocata;40.84885;14.24457;Private room;80;1;0;;;4;257;0;IT063049C2DIXASEGX
969630435736832204;Matrimoniale con bagno privato;533836332;Vincenzo;;Avvocata;40.84876;14.24304;Private room;80;1;0;;;4;256;0;IT063049C2DIXASEGX
970019366751963392;Wonderful Italy | Donna Consiglia Design Apartment;487817566;Wonderful Italy Campania;;San Lorenzo;40.8546526;14.2625891;Entire home/apt;70;1;3;2024-08-09;0.23;115;35;2;IT063049C2IOQWNSLX
970055485197458155;Babà House;89522328;Raffaele;;Stella;40.85686;14.25471;Entire home/apt;50;3;29;2025-02-27;1.59;1;284;16;I applied for a CIN, but haven’t received it yet
970111459699921973;Bell's Napoli;37115643;Stiliana;;Montecalvario;40.84245;14.24812;Private room;;1;1;2023-09-09;0.05;1;269;0;IT063049CIA4HQTRLO
970403058880606900;La rosa Rossa;534879488;Concetta;;Mercato;40.8483166;14.2734867;Entire home/apt;40;1;167;2025-03-09;9.04;1;311;122;IT063049C2L46M6KB4
